date,open,close,high,low,volume,code
2016-11-30,7.443,7.393,7.543,7.344,274935.0,600300
2016-12-01,7.453,7.373,7.463,7.284,172022.0,600300
2016-12-02,7.363,7.234,7.413,7.055,270644.0,600300
2016-12-05,7.134,7.254,7.393,7.094,158144.0,600300
2016-12-06,7.344,7.144,7.344,7.124,133356.0,600300
2016-12-07,7.134,7.025,7.174,6.865,255077.0,600300
2016-12-08,7.005,7.055,7.154,6.975,125264.0,600300
2016-12-09,7.055,7.035,7.134,6.995,110549.0,600300
2016-12-12,7.065,6.835,7.104,6.825,162154.0,600300
2016-12-13,6.815,6.905,6.955,6.726,94803.0,600300
2016-12-14,6.905,6.935,7.074,6.786,137267.0,600300
2016-12-15,6.895,7.005,7.094,6.875,133011.0,600300
2016-12-16,6.995,7.025,7.074,6.985,107063.0,600300
2016-12-19,7.035,7.114,7.294,7.035,291001.0,600300
2016-12-20,7.144,7.124,7.214,7.015,107328.0,600300
2016-12-21,7.074,7.124,7.164,7.035,121038.0,600300
2016-12-22,7.124,7.174,7.204,7.065,134412.0,600300
2016-12-23,7.154,7.104,7.234,7.104,78156.0,600300
2016-12-26,7.094,6.945,7.124,6.756,150971.0,600300
2016-12-27,6.935,6.905,6.995,6.835,75153.0,600300
2016-12-28,6.905,6.795,6.965,6.716,148312.0,600300
2016-12-29,6.795,6.636,6.825,6.546,162670.0,600300
2016-12-30,6.626,6.656,6.706,6.576,79199.0,600300
2017-01-03,6.676,6.756,6.776,6.656,59763.0,600300
2017-01-04,6.716,6.756,6.825,6.716,72250.0,600300
2017-01-05,6.766,6.786,6.845,6.746,91547.0,600300
2017-01-06,6.786,6.606,6.786,6.586,111030.0,600300
2017-01-09,6.576,6.786,6.805,6.546,145765.0,600300
2017-01-10,6.815,7.264,7.463,6.776,549362.0,600300
2017-01-11,7.204,7.274,7.314,7.094,237792.0,600300
2017-01-12,7.304,7.204,7.304,7.154,169403.0,600300
2017-01-13,7.224,7.035,7.254,6.985,139604.0,600300
2017-01-16,7.015,6.726,7.134,6.387,166043.0,600300
2017-01-17,6.626,6.805,6.825,6.626,72805.0,600300
2017-01-18,6.766,6.736,6.905,6.726,72858.0,600300
2017-01-19,6.726,6.756,6.855,6.686,62621.0,600300
2017-01-20,6.706,6.766,6.875,6.676,108511.0,600300
2017-01-23,6.766,6.915,6.925,6.766,86020.0,600300
2017-01-24,6.875,6.985,7.045,6.875,99529.0,600300
2017-01-25,6.925,6.945,7.015,6.895,48460.0,600300
2017-01-26,7.015,6.955,7.015,6.925,54746.0,600300
2017-02-03,6.985,6.965,7.005,6.925,45991.0,600300
2017-02-06,6.975,7.194,7.274,6.965,154932.0,600300
2017-02-07,7.264,7.164,7.264,7.074,105829.0,600300
2017-02-08,7.154,7.174,7.194,7.094,78148.0,600300
2017-02-09,7.174,7.184,7.204,7.104,65315.0,600300
2017-02-10,7.174,7.124,7.274,7.114,119313.0,600300
2017-02-13,7.104,7.324,7.413,7.074,205343.0,600300
2017-02-14,7.284,7.274,7.324,7.244,97527.0,600300
2017-02-15,7.274,7.114,7.274,7.074,125857.0,600300
2017-02-16,7.084,7.184,7.184,7.055,68686.0,600300
2017-02-17,7.194,7.114,7.264,7.094,81127.0,600300
2017-02-20,7.134,7.204,7.244,7.104,84412.0,600300
2017-02-21,7.164,7.274,7.284,7.164,138493.0,600300
2017-02-22,7.274,7.363,7.393,7.184,278895.0,600300
2017-02-23,7.304,7.224,7.383,7.184,173237.0,600300
2017-02-24,7.184,7.264,7.274,7.174,90544.0,600300
2017-02-27,7.244,7.065,7.244,7.025,157696.0,600300
2017-02-28,7.055,6.965,7.124,6.945,131389.0,600300
2017-03-01,6.965,6.985,7.045,6.915,84366.0,600300
2017-03-02,7.035,6.875,7.035,6.865,122432.0,600300
2017-03-03,6.855,6.875,6.905,6.776,106448.0,600300
2017-03-06,6.875,6.895,6.935,6.845,100602.0,600300
2017-03-07,6.905,6.945,7.025,6.835,191687.0,600300
2017-03-08,6.915,6.815,6.925,6.805,161563.0,600300
2017-03-09,6.795,6.835,6.865,6.766,87804.0,600300
2017-03-10,6.835,6.776,6.845,6.766,63244.0,600300
2017-03-13,6.776,6.825,6.845,6.746,59722.0,600300
2017-03-14,6.845,6.776,6.855,6.776,54773.0,600300
2017-03-15,6.795,6.716,6.835,6.666,92922.0,600300
2017-03-16,6.746,6.746,6.795,6.716,93920.0,600300
2017-03-17,6.766,6.736,6.815,6.716,107465.0,600300
2017-03-20,6.746,6.636,6.756,6.596,112407.0,600300
2017-03-21,6.646,6.676,6.726,6.626,150842.0,600300
2017-03-22,6.626,6.526,6.656,6.467,186951.0,600300
2017-03-23,6.636,6.736,6.875,6.636,273911.0,600300
2017-03-24,6.786,6.805,6.845,6.706,164209.0,600300
2017-03-27,6.805,6.776,6.815,6.726,106215.0,600300
2017-03-28,6.756,6.786,6.815,6.706,65153.0,600300
2017-03-29,6.786,6.626,6.805,6.626,125321.0,600300
2017-03-30,6.636,6.477,6.666,6.467,102261.0,600300
2017-03-31,6.507,6.497,6.526,6.437,55064.0,600300
2017-04-05,6.477,6.586,6.606,6.477,76723.0,600300
2017-04-06,6.586,6.566,6.606,6.526,73884.0,600300
2017-04-07,6.556,6.526,6.596,6.507,68871.0,600300
2017-04-10,6.526,6.596,6.646,6.517,96328.0,600300
2017-04-11,6.596,6.656,6.666,6.447,129614.0,600300
2017-04-12,6.686,6.586,6.696,6.546,108051.0,600300
2017-04-13,6.636,6.576,6.646,6.556,66331.0,600300
2017-04-14,6.556,6.596,6.636,6.477,113455.0,600300
2017-04-17,6.636,6.397,6.706,6.367,154125.0,600300
2017-04-18,6.387,6.078,6.526,6.048,163988.0,600300
2017-04-19,6.078,5.66,6.088,5.58,285441.0,600300
2017-04-20,5.66,5.699,5.829,5.59,240307.0,600300
2017-04-21,5.68,5.67,5.699,5.56,126848.0,600300
2017-04-24,5.65,5.5,5.65,5.281,93915.0,600300
2017-04-25,5.48,5.42,5.6,5.361,132519.0,600300
2017-04-26,5.42,5.45,5.5,5.42,96089.0,600300
2017-04-27,5.411,5.43,5.47,5.171,105179.0,600300
2017-04-28,5.43,5.64,5.67,5.381,154829.0,600300
2017-05-02,5.62,5.59,5.64,5.52,84851.0,600300
2017-05-03,5.59,5.63,5.68,5.52,78845.0,600300
2017-05-04,5.6,5.59,5.68,5.53,75415.0,600300
2017-05-05,5.59,5.44,5.62,5.42,71260.0,600300
2017-05-08,5.43,5.261,5.44,5.251,77630.0,600300
2017-05-09,5.251,5.361,5.371,5.211,85783.0,600300
2017-05-10,5.331,5.151,5.361,5.122,103232.0,600300
2017-05-11,5.171,5.211,5.261,5.032,114828.0,600300
2017-05-12,5.201,5.171,5.241,5.122,77785.0,600300
2017-05-15,5.181,5.151,5.221,5.112,59728.0,600300
2017-05-16,5.161,5.161,5.171,4.972,162272.0,600300
2017-05-17,5.171,5.331,5.341,5.132,176252.0,600300
2017-05-18,5.281,5.171,5.291,5.151,102937.0,600300
2017-05-19,5.171,5.151,5.211,5.122,66286.0,600300
2017-05-22,5.141,5.052,5.201,5.012,93234.0,600300
2017-05-23,5.062,4.793,5.072,4.713,231220.0,600300
2017-05-24,4.763,4.823,4.843,4.613,160456.0,600300
2017-05-25,4.803,4.882,4.902,4.733,127026.0,600300
2017-05-26,4.882,4.853,4.902,4.823,83135.0,600300
2017-05-31,4.902,4.833,4.972,4.833,90205.0,600300
2017-06-01,4.833,4.753,4.843,4.713,82017.0,600300
2017-06-02,4.733,4.783,4.813,4.653,75665.0,600300
2017-06-05,4.783,4.823,4.833,4.753,93435.0,600300
2017-06-06,4.803,5.132,5.181,4.793,388256.0,600300
2017-06-07,5.072,5.47,5.59,5.022,707453.0,600300
2017-06-08,5.391,5.689,5.829,5.351,862133.0,600300
2017-06-09,5.63,5.739,5.959,5.51,631967.0,600300
2017-06-12,5.729,5.66,5.799,5.58,363214.0,600300
2017-06-13,5.64,5.66,5.829,5.51,588656.0,600300
2017-06-14,5.62,5.57,5.689,5.48,409868.0,600300
2017-06-15,5.57,5.57,5.65,5.51,406519.0,600300
2017-06-16,5.58,5.36,5.58,5.35,312761.0,600300
2017-06-19,5.38,5.44,5.49,5.34,207443.0,600300
2017-06-20,5.43,5.43,5.48,5.41,136144.0,600300
2017-06-21,5.45,5.48,5.48,5.39,129473.0,600300
2017-06-22,5.47,5.3,5.47,5.28,204541.0,600300
2017-06-23,5.28,5.38,5.4,5.24,184187.0,600300
2017-06-26,5.37,5.44,5.45,5.33,146819.0,600300
2017-06-27,5.44,5.4,5.47,5.38,124887.0,600300
2017-06-28,5.37,5.36,5.39,5.29,113598.0,600300
2017-06-29,5.34,5.36,5.42,5.34,84581.0,600300
2017-06-30,5.36,5.34,5.36,5.32,68711.0,600300
2017-07-03,5.34,5.4,5.41,5.29,111733.0,600300
2017-07-04,5.38,5.34,5.39,5.31,82637.0,600300
2017-07-05,5.35,5.35,5.36,5.3,109389.0,600300
2017-07-06,5.35,5.34,5.36,5.29,111139.0,600300
2017-07-07,5.33,5.53,5.57,5.29,390578.0,600300
2017-07-10,5.51,5.44,5.51,5.39,223433.0,600300
2017-07-11,5.42,5.1,5.45,5.08,269525.0,600300
2017-07-12,5.07,5.06,5.13,4.9,243983.0,600300
2017-07-13,5.03,5.44,5.45,4.99,375372.0,600300
2017-07-14,5.44,5.36,5.47,5.25,337263.0,600300
2017-07-17,5.35,5.11,5.35,5.04,230321.0,600300
2017-07-18,5.12,5.39,5.45,4.98,441434.0,600300
2017-07-19,5.37,5.73,5.89,5.32,780697.0,600300
2017-07-20,5.69,5.76,5.95,5.61,703161.0,600300
2017-07-21,5.76,5.76,5.8,5.57,346412.0,600300
2017-07-24,5.7,6.14,6.3,5.68,1115139.0,600300
2017-07-25,6.08,6.2,6.44,5.94,942964.0,600300
2017-07-26,6.03,5.79,6.18,5.68,1059909.0,600300
2017-07-27,5.76,5.75,5.79,5.59,480349.0,600300
2017-07-28,5.71,5.63,5.78,5.62,316066.0,600300
2017-07-31,5.62,5.72,5.77,5.59,300425.0,600300
2017-08-01,5.7,5.67,5.74,5.62,204950.0,600300
2017-08-02,5.64,5.51,5.68,5.5,292874.0,600300
2017-08-03,5.5,5.53,5.55,5.47,156894.0,600300
2017-08-04,5.53,5.45,5.59,5.43,200390.0,600300
2017-08-07,5.45,5.6,5.62,5.41,203467.0,600300
2017-08-08,5.57,5.6,5.67,5.56,190556.0,600300
2017-08-09,5.6,5.76,5.81,5.51,446597.0,600300
2017-08-10,5.72,5.79,5.91,5.66,417381.0,600300
2017-08-11,5.71,5.53,5.79,5.52,287068.0,600300
2017-08-14,5.51,5.6,5.64,5.49,148721.0,600300
2017-08-15,5.62,5.56,5.63,5.54,123791.0,600300
2017-08-16,5.56,5.51,5.56,5.44,146002.0,600300
2017-08-17,5.52,5.56,5.57,5.5,112493.0,600300
2017-08-18,5.53,5.52,5.56,5.5,94979.0,600300
2017-08-21,5.5,5.55,5.56,5.5,87659.0,600300
2017-08-22,5.54,5.52,5.55,5.5,84162.0,600300
2017-08-23,5.52,5.53,5.57,5.51,89076.0,600300
2017-08-24,5.51,5.35,5.53,5.31,209342.0,600300
2017-08-25,5.35,5.43,5.46,5.33,128134.0,600300
2017-08-28,5.4,5.44,5.49,5.4,142686.0,600300
2017-08-29,5.43,5.42,5.45,5.4,98238.0,600300
2017-08-30,5.42,5.41,5.44,5.39,83430.0,600300
2017-08-31,5.41,5.36,5.43,5.32,129606.0,600300
2017-09-01,5.36,5.37,5.38,5.31,109836.0,600300
2017-09-04,5.37,5.33,5.37,5.3,130111.0,600300
2017-09-05,5.32,5.34,5.36,5.31,84481.0,600300
2017-09-06,5.33,5.32,5.33,5.29,108047.0,600300
2017-09-07,5.32,5.42,5.43,5.3,223975.0,600300
2017-09-08,5.39,5.35,5.41,5.31,129714.0,600300
2017-09-11,5.35,5.37,5.39,5.31,94953.0,600300
2017-09-12,5.36,5.35,5.38,5.31,119891.0,600300
2017-09-13,5.34,5.47,5.48,5.31,273149.0,600300
2017-09-14,5.46,5.43,5.46,5.4,156670.0,600300
2017-09-15,5.43,5.39,5.45,5.35,113400.0,600300
2017-09-18,5.39,5.46,5.48,5.37,177080.0,600300
2017-09-19,5.48,5.4,5.49,5.36,137562.0,600300
2017-09-20,5.39,5.41,5.44,5.37,88751.0,600300
2017-09-21,5.43,5.3,5.43,5.29,156118.0,600300
2017-09-22,5.29,5.24,5.29,5.2,129082.0,600300
2017-09-25,5.2,5.15,5.23,5.14,84359.0,600300
2017-09-26,5.16,5.17,5.21,5.15,82435.0,600300
2017-09-27,5.18,5.15,5.18,5.12,67064.0,600300
2017-09-28,5.13,5.14,5.17,5.13,89210.0,600300
2017-09-29,5.15,5.16,5.21,5.14,98280.0,600300
2017-10-09,5.19,5.21,5.22,5.17,150032.0,600300
2017-10-10,5.2,5.22,5.24,5.18,136229.0,600300
2017-10-11,5.21,5.3,5.42,5.19,363086.0,600300
2017-10-12,5.28,5.24,5.29,5.21,171797.0,600300
2017-10-13,5.23,5.53,5.57,5.21,687039.0,600300
2017-10-16,5.47,5.51,5.58,5.35,668968.0,600300
2017-10-17,5.42,5.57,5.68,5.42,651741.0,600300
2017-10-18,5.54,5.52,5.61,5.42,498395.0,600300
2017-10-19,5.49,5.57,5.64,5.43,595703.0,600300
2017-10-20,5.5,5.34,5.53,5.33,545168.0,600300
2017-10-23,5.29,5.07,5.29,5.02,676089.0,600300
2017-10-24,5.05,5.07,5.09,4.99,204385.0,600300
2017-10-25,5.06,5.07,5.08,5.03,128046.0,600300
2017-10-26,5.08,5.15,5.24,5.07,362345.0,600300
2017-10-27,5.11,5.13,5.14,5.07,171547.0,600300
2017-10-30,5.13,4.95,5.17,4.92,258034.0,600300
2017-10-31,4.92,4.99,5.0,4.9,127393.0,600300
2017-11-01,4.98,4.88,4.99,4.81,216829.0,600300
2017-11-02,4.87,4.73,4.87,4.72,193770.0,600300
2017-11-03,4.73,4.76,4.78,4.7,109314.0,600300
2017-11-06,4.75,4.79,4.8,4.72,86982.0,600300
2017-11-07,4.78,4.86,4.91,4.77,116686.0,600300
2017-11-08,4.84,4.85,4.87,4.82,81942.0,600300
2017-11-09,4.85,4.85,4.95,4.84,76557.0,600300
2017-11-10,4.85,4.88,4.91,4.78,126366.0,600300
2017-11-13,4.9,4.75,4.9,4.74,158919.0,600300
2017-11-14,4.75,4.83,4.84,4.72,106234.0,600300
2017-11-15,4.89,4.95,5.06,4.84,319865.0,600300
2017-11-16,4.89,4.85,4.91,4.78,160501.0,600300
2017-11-17,4.86,4.65,4.87,4.63,189003.0,600300
2017-11-20,4.62,4.6,4.62,4.45,111458.0,600300
2017-11-21,4.6,4.57,4.64,4.54,90603.0,600300
2017-11-22,4.56,4.52,4.58,4.48,120731.0,600300
2017-11-23,4.52,4.43,4.52,4.41,109402.0,600300
2017-11-24,4.42,4.52,4.52,4.4,94257.0,600300
2017-11-27,4.54,4.52,4.59,4.49,76957.0,600300
2017-11-28,4.5,4.54,4.55,4.48,51161.0,600300
2017-11-29,4.53,4.53,4.54,4.45,69824.0,600300
2017-11-30,4.52,4.52,4.54,4.47,56058.0,600300
2017-12-01,4.5,4.53,4.54,4.45,55548.0,600300
2017-12-04,4.53,4.48,4.53,4.47,54690.0,600300
2017-12-05,4.48,4.41,4.5,4.38,83739.0,600300
2017-12-06,4.38,4.49,4.5,4.37,81350.0,600300
2017-12-07,4.49,4.51,4.55,4.47,72064.0,600300
2017-12-08,4.52,4.54,4.56,4.48,59358.0,600300
2017-12-11,4.53,4.57,4.57,4.51,70749.0,600300
2017-12-12,4.56,4.51,4.56,4.5,58662.0,600300
2017-12-13,4.5,4.52,4.52,4.46,45696.0,600300
2017-12-14,4.5,4.48,4.51,4.4,65829.0,600300
2017-12-15,4.47,4.51,4.52,4.46,50054.0,600300
2017-12-18,4.51,4.54,4.55,4.49,65053.0,600300
2017-12-19,4.54,4.53,4.56,4.5,64162.0,600300
2017-12-20,4.51,4.48,4.53,4.47,57738.0,600300
2017-12-21,4.48,4.48,4.5,4.43,41212.0,600300
2017-12-22,4.46,4.46,4.48,4.45,37618.0,600300
2017-12-25,4.45,4.32,4.46,4.31,86962.0,600300
2017-12-26,4.32,4.34,4.37,4.31,48988.0,600300
2017-12-27,4.34,4.34,4.37,4.31,52752.0,600300
2017-12-28,4.33,4.34,4.37,4.29,65405.0,600300
2017-12-29,4.36,4.37,4.39,4.33,58683.0,600300
2018-01-02,4.38,4.42,4.43,4.37,70024.0,600300
2018-01-03,4.43,4.51,4.52,4.4,119661.0,600300
2018-01-04,4.49,4.63,4.65,4.48,160515.0,600300
2018-01-05,4.61,4.59,4.62,4.55,91250.0,600300
2018-01-08,4.58,4.6,4.64,4.55,81459.0,600300
2018-01-09,4.59,4.61,4.63,4.58,81083.0,600300
2018-01-10,4.59,4.54,4.6,4.5,72232.0,600300
2018-01-11,4.54,4.61,4.64,4.54,91004.0,600300
2018-01-12,4.6,4.6,4.63,4.57,46401.0,600300
2018-01-15,4.6,4.49,4.63,4.46,73075.0,600300
2018-01-16,4.46,4.75,4.87,4.46,271033.0,600300
2018-01-17,4.72,4.65,4.74,4.57,179538.0,600300
2018-01-18,4.62,4.63,4.72,4.61,96378.0,600300
2018-01-19,4.62,4.58,4.62,4.55,101702.0,600300
2018-01-22,4.58,4.62,4.63,4.54,75421.0,600300
2018-01-23,4.63,4.63,4.66,4.61,73046.0,600300
2018-01-24,4.63,4.64,4.65,4.57,65651.0,600300
2018-01-25,4.65,4.6,4.65,4.59,81835.0,600300
2018-01-26,4.59,4.63,4.64,4.57,72208.0,600300
2018-01-29,4.61,4.66,4.7,4.6,123557.0,600300
2018-01-30,4.65,4.61,4.68,4.6,64684.0,600300
2018-01-31,4.61,4.48,4.61,4.45,85141.0,600300
2018-02-01,4.47,4.31,4.51,4.29,95515.0,600300
2018-02-02,4.27,4.27,4.33,4.16,60529.0,600300
2018-02-05,4.2,4.27,4.28,4.18,38071.0,600300
2018-02-06,4.21,4.0,4.24,3.99,115405.0,600300
2018-02-07,4.04,4.1,4.21,4.03,81814.0,600300
2018-02-08,4.09,4.16,4.2,4.06,55247.0,600300
2018-02-09,4.06,4.05,4.13,3.92,80454.0,600300
2018-02-12,4.06,4.12,4.14,4.06,39531.0,600300
2018-02-13,4.14,4.12,4.17,4.12,42851.0,600300
2018-02-14,4.12,4.12,4.14,4.1,23060.0,600300
2018-02-22,4.15,4.17,4.18,4.13,33310.0,600300
2018-02-23,4.17,4.18,4.18,4.12,35027.0,600300
2018-02-26,4.18,4.23,4.24,4.15,60843.0,600300
2018-02-27,4.24,4.19,4.24,4.17,54335.0,600300
2018-02-28,4.17,4.17,4.19,4.14,41874.0,600300
2018-03-01,4.15,4.2,4.2,4.13,54824.0,600300
2018-03-02,4.18,4.2,4.21,4.16,49746.0,600300
2018-03-05,4.2,4.23,4.23,4.16,45068.0,600300
2018-03-06,4.22,4.25,4.26,4.21,56953.0,600300
2018-03-07,4.25,4.21,4.26,4.21,54030.0,600300
2018-03-08,4.23,4.22,4.23,4.17,41619.0,600300
2018-03-09,4.22,4.35,4.38,4.22,121053.0,600300
2018-03-12,4.35,4.37,4.39,4.32,129060.0,600300
2018-03-13,4.37,4.32,4.39,4.31,74073.0,600300
2018-03-14,4.33,4.29,4.34,4.27,43838.0,600300
2018-03-15,4.27,4.25,4.28,4.22,40452.0,600300
2018-03-16,4.25,4.24,4.28,4.24,32393.0,600300
2018-03-19,4.24,4.21,4.26,4.2,40866.0,600300
2018-03-20,4.2,4.2,4.21,4.16,45328.0,600300
2018-03-21,4.2,4.2,4.24,4.18,46625.0,600300
2018-03-22,4.18,4.26,4.38,4.16,87142.0,600300
2018-03-23,4.21,4.42,4.63,4.2,422417.0,600300
2018-03-26,4.29,4.13,4.35,3.98,270443.0,600300
2018-03-27,4.13,4.18,4.21,4.12,145107.0,600300
2018-03-28,4.13,4.11,4.16,4.06,77767.0,600300
2018-03-29,4.11,4.15,4.16,4.1,72274.0,600300
2018-03-30,4.17,4.15,4.18,4.13,73974.0,600300
2018-04-02,4.13,4.14,4.15,4.11,71658.0,600300
2018-04-03,4.1,4.11,4.16,4.08,53012.0,600300
2018-04-04,4.11,4.14,4.18,4.11,80455.0,600300
